title_pt;title_en;year;rating;genre;sinopse
Os Imperdoáveis;143. Os Imperdoáveis;1992;8.2 (425K);Drama;O atirador do Velho Oeste, William Munny, relutantemente aceita um último trabalho com a ajuda de seu antigo amigo e um jovem.
O Sexto Sentido;144. O Sexto Sentido;1999;8.2 (1M);Drama;Um menino que consegue se comunicar com espíritos encontra ajuda de um psicólogo.
Jurassic Park;145. Jurassic Park;1993;8.2 (1M);Ação;Durante um tour o parque sofre falta de energia eléctrica o que faz que um dinossauro clonado saia do seu claustro.
Uma Mente Brilhante;146. Uma Mente Brilhante;2001;8.2 (961K);Biografia;A vida do brilhante mas insociável matemático John Nash muda quando ele aceita um trabalho secreto em criptografia.
O Tesouro da Sierra Madre;147. O Tesouro da Sierra Madre;1947;8.2 (129K);Aventura;Dois americanos em busca de trabalho no México convencem um homem a ajudá-los a extrair ouro nas montanhas da Serra Madre.
Yojimbo, o Guarda-Costas;148. Yojimbo, o Guarda-Costas;1961;8.2 (128K);Ação;Um astuto ronin chega a uma cidade dividida por duas quadrilhas criminosas e decide se confrontar para libertar a cidade.
Onde os Fracos Não Têm Vez;149. Onde os Fracos Não Têm Vez;2007;8.2 (1M);Policial;Violência e caos surgem quando um caçador se depara com uma negociação de drogas que deu errado e mais de dois milhões de dólares perto do Rio Grande.
Monty Python em Busca do Cálice Sagrado;150. Monty Python em Busca do Cálice Sagrado;1975;8.2 (557K);Aventura;O Rei Arthur e seus Cavaleiros da Távola Redonda embarcam em uma busca surrealista e de baixo orçamento pelo Santo Graal, encontrando múltiplos obstáculos estúpidos.
Kill Bill: Volume 1;151. Kill Bill: Volume 1;2003;8.2 (1.2M);Ação;Depois de despertar de um coma de quatro anos, uma antiga assassina busca vingança contra o grupo de assassinos que a traiu.
Fugindo do Inferno;152. Fugindo do Inferno;1963;8.2 (252K);Aventura;Prisioneiros de guerra aliados planejam uma fuga maciça de um campo alemão durante a Segunda Guerra Mundial.
O Enigma de Outro Mundo;153. O Enigma de Outro Mundo;1982;8.2 (446K);Terror;Um team de investigação na Antartica é perseguido por extraterrestres.
Rashomon;154. Rashomon;1950;8.2 (175K);Policial;A violação de uma noiva e o assassinato de seu marido samurai são lembrados desde a perspectiva de um bandido, da noiva, do fantasma do samurai e de um lenhador.
Procurando Nemo;155. Procurando Nemo;2003;8.2 (1.1M);Animação;Quando seu filho é capturado, um peixe-palhaço tímido embarca em uma viagem para trazê-lo para casa.
O Homem Elefante;156. O Homem Elefante;1980;8.2 (251K);Biografia;Um famoso médico estuda a um jovem com a cara deformada, conhecido como Homem Elefante, ele se da conta que o homem é inteligente e de bom coração.
Chinatown;157. Chinatown;1974;8.2 (339K);Drama;Um detetive particular contratado para desmascarar um adúltero é pego em uma teia de fraude, corrupção e assassinato.
Homem-Aranha: Sem Volta para Casa;158. Homem-Aranha: Sem Volta para Casa;2021;8.2 (827K);Ação;Com a identidade do Homem-Aranha revelada, Peter pede ajuda ao Doutor Strange. Quando um feitiço corre mal, inimigos perigosos de outros mundos começam a aparecer, forçando Peter a descobrir o que realmente significa ser o Homem-Aranha.
V de Vingança;159. V de Vingança;2005;8.2 (1.2M);Ação;Em um futuro da tirania britânica, um lutador clandestino conhecido como V trama um plano para derrubá-la com a ajuda de uma jovem mulher.
...E o Vento Levou;160. ...E o Vento Levou;1939;8.2 (326K);Drama;Uma mulher manipuladora e uma truhan embarcam em um romance turbulento durante a Guerra Civil Americana e o período da Reconstrução.
Disque M para Matar;161. Disque M para Matar;1954;8.2 (183K);Policial;Um ex-tenista decide matar a esposa para herdar o dinheiro dela e se vingar de um caso que ela havia tido. A fim de se livrar de culpas, usa um antigo colega de faculdade. Mas as coisas não vão correr como estava planeado.
Touro Indomável;162. Touro Indomável;1980;8.1 (368K);Biografia;A vida do boxeador Jake LaMotta, que vê como a violência e temperamento que o levam ao topo do ringue, destroem sua vida fora dele.
O Castelo Animado;163. O Castelo Animado;2004;8.2 (422K);Animação;Uma jovem sem autoconfiança é amaldiçoada com um corpo envelhecido por uma bruxa odiosa. Sua única chance de quebrar o feitiço é um jovem feiticeiro em um castelo itinerante.
Jogos, Trapaças e Dois Canos Fumegantes;164. Jogos, Trapaças e Dois Canos Fumegantes;1998;8.1 (601K);Ação;Um jogo de cartas em Londres desencadeia um confronto entre quatro amigos, plantadores de maconha, agiotas e cobradores de dívidas em uma série de eventos curiosos, tudo por algo de maria, dinheiro e duas pistolas antigas.
O Segredo dos Seus Olhos;165. O Segredo dos Seus Olhos;2009;8.2 (217K);Drama;Um assessor jurídico aposentado escreve um romance com a esperança de fechar um de seus antigos casos de homicídio, que permanece sem solução, e superar o amor não correspondido que sentia por seu chefe. Décadas depois, ambas as memórias continuam a persegui-lo.
Divertida Mente;166. Divertida Mente;2015;8.1 (751K);Animação;Quando o jovem Riley se muda á San Francisco deberá lidiar com suas emoções.
Os Suspeitos;167. Os Suspeitos;2013;8.1 (766K);Policial;Quando a filha de Keller Dover e sua amiguinha desaparecem, ele decide investigar o caso por sua conta enquanto a polícia segue múltiplas pistas e a pressão para resolver o caso aumenta.
Três Anúncios para um Crime;168. Três Anúncios para um Crime;2017;8.1 (534K);Comédia;Uma mãe desafia pessoalmente as autoridades locais para resolver o assassinato de sua filha.
A Ponte do Rio Kwai;169. A Ponte do Rio Kwai;1957;8.1 (228K);Aventura;Depois de resolver suas diferenças com um japonês, o comandante do campo, um coronel britânico, coopera para supervisionar a construção de uma ponte ferroviária.
Trainspotting: Sem Limites;170. Trainspotting: Sem Limites;1996;8.1 (708K);Drama;Renton, profundamente imerso no mundo das drogas em Edimburgo, tenta sair do ambiente apesar da má influência dos amigos.
Fargo: Uma Comédia de Erros;171. Fargo: Uma Comédia de Erros;1996;8.1 (701K);Policial;O crime de Jerry Lundegaard se desfaz devido à falta de sorte dele e de seus colegas e ao persistente trabalho polícia.
Guerreiro;172. Guerreiro;2011;8.1 (487K);Ação;O filho pequeno de um exboxer alcoólatra volta para casa, onde seu pai o treina para um torneio de artes marciais mistas.
Gran Torino;173. Gran Torino;2008;8.1 (797K);Drama;Walt Kowalski, um ranzinza veterano da guerra da Coreia, tenta dar uma lição em seu vizinho quando este tentar roubar seu bem mais precioso: um Gran Torino de 1972.
Prenda-me se for Capaz;174. Prenda-me se for Capaz;2002;8.1 (1M);Biografia;Um agente do FBI persegue Frank Abagnale, que antes de seus 19 anos consegue ganhar milhões de dólares fingindo ser um piloto, um médico e um advogado.
Meu Amigo Totoro;175. Meu Amigo Totoro;1988;8.1 (360K);Animação;Quando duas meninas se mudam para o campo para ficar perto de sua mãe doente, elas têm aventuras com os maravilhosos espíritos da floresta que moram nas proximidades.
Menina de Ouro;176. Menina de Ouro;2004;8.1 (706K);Drama;Uma mulher determinada se prepara para se tornar numa pugilista profissional.
Klaus;177. Klaus;2019;8.2 (171K);Animação;Um simples ato de bondade sempre provoca outro, mesmo em um lugar gelado e distante. Quando o novo carteiro de Smeerensburg faz amizade com o fabricante de brinquedos Klaus, seus presentes derreteram uma antiga inimizade.
Filhos do Paraíso;178. Filhos do Paraíso;1997;8.2 (78K);Drama;Depois que uma criança perde o par de sapatos de sua irmã, ele embarca em uma série de aventuras para encontrá-los. Quando não consegue, ele tenta uma nova maneira de procurá-los.
Harry Potter e as Relíquias da Morte - Parte 2;179. Harry Potter e as Relíquias da Morte - Parte 2;2011;8.1 (915K);Aventura;Harry, Ron e Hermione devem escapar a Voldemort e tentar trabalhar em conjunto para localizar e aniquilar os Horcruxes, que contêm pedaços da alma de Voldemort.
Blade Runner: O Caçador de Androides;180. Blade Runner: O Caçador de Androides;1982;8.1 (798K);Ação;Um corredor deberá perseguir é acabar com quatro replicantes que roubaram uma nave no espaço, e deberá regresar á Terra e encontrar seu criador.
12 Anos de Escravidão;181. 12 Anos de Escravidão;2013;8.1 (723K);Biografia;Solomon Northup, um homem preto livre de Nova Iorque, é raptado e vendido como escravo.
Antes do Amanhecer;182. Antes do Amanhecer;1995;8.1 (326K);Drama;Um jovem e uma mulher se conhecem num trem em Europa é passam uma noite juntos em Viena.
Em Busca do Ouro;183. Em Busca do Ouro;1925;8.1 (115K);Aventura;Um garimpeiro vai ao Klondike em busca de ouro e encontra muito mais que isso.
O Grande Hotel Budapeste;184. O Grande Hotel Budapeste;2014;8.1 (855K);Aventura;As aventuras de Gustave H, um lendário porteiro dum famoso hotel da ficcional República de Zubrowka entre a primeira y a segunda guerra mundial.
Ben-Hur;185. Ben-Hur;1959;8.1 (247K);Aventura;Quando um príncipe de Jerusalém é traído e enviado à escravidão por um amigo romano, ele recupera sua liberdade e retorna para se vingar.
Garota Exemplar;186. Garota Exemplar;2014;8.1 (1M);Drama;Desde que o desaparecimento de sua esposa se tornou o foco de um intenso circo da mídia, um homem vê como esta se concentra nele quando suspeitam que pode não ser inocente.
Sindicato de Ladrões;187. Sindicato de Ladrões;1954;8.1 (160K);Policial;Um ex-lutador que virou lutador enfrenta seus chefes corruptos.
Barry Lyndon;188. Barry Lyndon;1975;8.1 (176K);Aventura;Um irlandês conquista o coração de uma viúva rica e assume a posição aristocrática de seu falecido marido na Inglaterra do século XVIII.
Até o Último Homem;189. Até o Último Homem;2016;8.1 (564K);Biografia;O médico amaericano da Segunda Guerra Mundial, Desmond T. Doss, se recusa a matar pessoas e se torna o primeiro homem na história dos Estados Unidos a receber a Medalha de Honra sem atirar um tiro.
Em Nome do Pai;190. Em Nome do Pai;1993;8.1 (182K);Biografia;Em 1974, uma explosão a bomba acontece em Guilford, próximo de Londres. Gerry Conlon e amigos são acusados pelo crime e presos. Giuseppe Conlon, pai de Gerry, pede ajuda à advogada Gareth Peirce, que investiga as irregularidades do caso.
A General;191. A General;1926;8.1 (95K);Ação;Uns espiões roubam a amada locomotiva de um engenheiro, ele a persegue sozinho através das linhas inimigas.
O Franco Atirador;192. O Franco Atirador;1978;8.1 (351K);Drama;Um retrato detalhado das maneiras pelas quais a Guerra do Vietnã interrompeu a vida dos habitantes de uma pequena cidade industrial na Pensilvânia.
Morangos Silvestres;193. Morangos Silvestres;1957;8.1 (112K);Drama;Depois de viver uma vida marcada pela frieza, um professor idoso é forçado a confrontar o vazio de sua existência.
Memórias de um Assassino;194. Memórias de um Assassino;2003;8.1 (202K);Policial;Em uma pequena província coreana em 1986, três detetives estão procurando o culpado de uma série de estupros e assassinatos de mulheres jovens.
O Salário do Medo;195. O Salário do Medo;1953;8.2 (64K);Aventura;Em uma aldeia da América do Sul, quatro homens são contratados para transportar uma remessa urgente de nitroglicerina, mas sem o equipamento de segurança.
O 3º Homem;196. O 3º Homem;1949;8.1 (177K);Filme noir;O romancista Holly Martins viaja para sombria, Viena pós-guerra, apenas para ele mesmo investigar a misteriosa morte de um velho amigo, Harry Lime
Relatos Selvagens;197. Relatos Selvagens;2014;8.1 (209K);Comédia;Sies historias curtas que exploram o comportamento humano de pessoas desesperadas.
Bancando o Águia;198. Bancando o Águia;1924;8.2 (54K);Ação;Um projecionista de cinema deseja ser um detetive e coloca suas magras habilidades em prática quando um rival o incrimina por roubar o relógio de bolso do pai de sua namorada.
Mad Max: Estrada da Fúria;199. Mad Max: Estrada da Fúria;2015;8.1 (1M);Ação;Num mundo apocalíptico, uma mulher se rebela contra um tirano ao procurar uma nova casa para um grupo de mulheres prisioneiras com a ajuda dum homem chamado Max.
Sociedade dos Poetas Mortos;200. Sociedade dos Poetas Mortos;1989;8.1 (520K);Comédia;O professor de Inglés John Keating inspira a seus estudantes a ver a poesia duma perspectiva diferente.
A Mulher Faz o Homem;201. A Mulher Faz o Homem;1939;8.1 (119K);Comédia;Um homem ingênuo é eleito para ocupar uma vaga no Senado dos Estados Unidos. Seus planos colidem rapidamente com a corrupção política, mas ele não desiste.
Monstros S.A.;202. Monstros S.A.;2001;8.1 (946K);Animação;Para poder dar electricidade a sua cidade, os monstros tem que assustar a crianças. Pensando que as crianças são perigosas para eles, dois monstros acham que as coisas podem ser diferentes.
Como Treinar o Seu Dragão;203. Como Treinar o Seu Dragão;2010;8.1 (773K);Animação;Um jovem e desafortunado viking que aspira a caçar dragões se torna o improvável amigo de um jovem dragão, e descobre que pode haver mais nas criaturas do que ele supunha.
Tubarão;204. Tubarão;1975;8.1 (637K);Aventura;Quando um tubarão desencadea caos numa praia, um xerife, um biologista e um marinheiro daram caça ao animal.
Mary e Max: Uma Amizade Diferente;205. Mary e Max: Uma Amizade Diferente;2009;8.1 (183K);Animação;Relata a estranha história de uma amizade entre dois amigos por correspondência: Mary, uma garota solitária de oito anos que vive nos subúrbios de Melbourne, e Max, um homem obeso de quarenta e quatro anos que vive em Nova York.
O Sétimo Selo;206. O Sétimo Selo;1957;8.1 (193K);Drama;Um homem procura respostas sobre a vida, a morte e a existência de Deus enquanto joga xadrez contra a morte durante a Morte Negra.
O Quarto de Jack;207. O Quarto de Jack;2015;8.1 (437K);Drama;Um menino é mantido preso em um quarto com sua mãe desde seu nascimento, por isso sua visão do mundo é muito reduzida.
O Grande Lebowski;208. O Grande Lebowski;1998;8.1 (836K);Comédia;Jeff The Dude Lebowski, foi confundido por um millonário do mesmo nome e procurará restituçao com a ajuda do seus amigos.
Ford vs Ferrari;209. Ford vs Ferrari;2019;8.1 (434K);Ação;Um designer de carros e um motorista combatem a interferência corporativa, as leis da física e seus próprios demônios pessoais para construir um carro de corrida revolucionário para a Ford e desafiar a Ferrari nas 24 Horas de Le Mans em 1966.
Era uma Vez em Tóquio;210. Era uma Vez em Tóquio;1953;8.1 (65K);Drama;Um casal de idosos visita seus filhos e netos na cidade, mas recebe pouca atenção.
Ratatouille;211. Ratatouille;2007;8.1 (784K);Animação;Um rato que pode cozinhar forja uma aliança incomum com um jovem garoto em um famoso restaurante em Paris.
Hotel Ruanda;212. Hotel Ruanda;2004;8.1 (365K);Biografia;Paul Rusesabagina era o gerente de um hotel que abrigava mais de mil refugiados tutsis durante sua luta contra a milícia hutu em Ruanda.
Rocky: Um Lutador;213. Rocky: Um Lutador;1976;8.1 (608K);Drama;Um boxer pouco conhecido tem uma grande oportunidade de enfrentar o campeão dos pesos pesados em uma partida em que ele esperaele espera estar à altura da tarefa e divulgar seu nome.
O Martírio de Joana D'Arc;214. O Martírio de Joana D'Arc;1928;8.1 (58K);Biografia;Em 1431, Joana D'Arc é julgada sob acusações de heresia. Os advogados da Igreja tentam forçar Jeanne a retractar suas reivindicações de visões sagradas.
Logan;215. Logan;2017;8.1 (801K);Ação;Em um futuro em que os mutantes estão quase extintos, um velho e cansado Logan leva uma vida tranquila. Mas quando Laura, uma garota mutante perseguida por cientistas, pede ajuda a ele, ele deve colocá-la em segurança.
Platoon;216. Platoon;1986;8.1 (428K);Drama;Um jovem soldado do Vietnã se confronta com uma crisis moral frete aos horrores da guerra.
Spotlight: Segredos Revelados;217. Spotlight: Segredos Revelados;2015;8.1 (488K);Biografia;A verdadeira historia de como o jornal Boston Globe revelou o escândalo de abuso sexual infantil dentro da igreja católica da cidade e que agitou a toda igreja católica no mundo.
O Exterminador do Futuro;218. O Exterminador do Futuro;1984;8.1 (898K);Ação;Um indestrutível robô é enviado de 2029 a 1984 para assassinar a uma jovem garçonete que vai ter um filho que vai liderar uma guerra contra máquinas maa um soldado humano também é enviado para protege-lha.
Antes do Pôr do Sol;219. Antes do Pôr do Sol;2004;8.1 (278K);Drama;Nove anos depois de se conhecer, o Jesse e a Celine se encontram novamente na França.
Jai Bhim;220. Jai Bhim;2021;8.8 (210K);Policial;Quando um homem tribal é preso por um caso de suposto roubo, sua esposa recorre a um advogado de direitos humanos para ajudá-lo a fazer justiça.
Rush: No Limite da Emoção;221. Rush: No Limite da Emoção;2013;8.1 (498K);Ação;A história da rivalidade impiedosa nos anos 70 entre os rivais de Fórmula 1 James Hunt e Niki Lauda.
Rede de Intrigas;222. Rede de Intrigas;1976;8.1 (165K);Drama;Uma rede de televisão explora os delírios e revelações de um homem perturbado.
Conta Comigo;223. Conta Comigo;1986;8.1 (425K);Aventura;Depois da morte de um de seus velhos amigos, um escritor relembra sua viagem com os amigos de infância para encontrar o corpo de um menino desaparecido.
Os Melhores Anos de Nossa Vida;224. Os Melhores Anos de Nossa Vida;1946;8.1 (68K);Drama;Três veteranos da Segunda Guerra Mundial voltam para casa na cidade pequena da América para descobrir que eles e suas famílias foram mudados irreparavelmente.
O Mágico de Oz;225. O Mágico de Oz;1939;8.1 (416K);Aventura;A Dorothy Gale é levada por um tornado até a mágica cidade de Oz e vá numa viagem com novos amigos que la ajudar a voltar para casa.
O Ódio;226. O Ódio;1995;8.1 (186K);Policial;24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.
Na Natureza Selvagem;227. Na Natureza Selvagem;2007;8.1 (642K);Aventura;Depois de terminar a universidade, Christopher McCandless deixa pra trás suas posses e vai para o Alasca viver na natureza.
O Exorcista;228. O Exorcista;1973;8.1 (430K);Terror;Quando uma adolescente é possuída por uma entidade misteriosa, sua mãe busca a ajuda de um padre, que também é um psiquiatra, para salvar sua filha.
Piratas do Caribe: A Maldição do Pérola Negra;229. Piratas do Caribe: A Maldição do Pérola Negra;2003;8.1 (1.2M);Ação;O ferreiro Will Turner se junta ao capitão Jack Sparrow para salvar seu amor, a filha do governador, dos ex-aliados piratas de Jack, que agora estão vivos.
Os Incríveis;230. Os Incríveis;2004;8.0 (776K);Animação;Uma familia de heróis encobertos tentando viver uma vida tranquila se vem obrigados a salvar o mundo.
Ser ou Não Ser;231. Ser ou Não Ser;1942;8.2 (41K);Comédia;Durante a ocupação nazista da Polônia, uma trupe de atuação se envolve nos esforços de um soldado polonês para rastrear um espião alemão.
Feitiço do Tempo;232. Feitiço do Tempo;1993;8.0 (660K);Comédia;Um homem vive o mesmo dia uma e outra vez.
Meu Pai e Meu Filho;233. Meu Pai e Meu Filho;2005;8.2 (89K);Drama;A família de um jornalista de esquerda é separada após o golpe militar na Turquia em 1980.
As Vinhas da Ira;234. As Vinhas da Ira;1940;8.1 (97K);Drama;Uma família pobre no Centro-Oeste é forçada a abandonar suas terras. Eles viajam para a Califórnia, sofrendo os infortúnios dos sem-teto na Grande Depressão.
Sempre ao Seu Lado;235. Sempre ao Seu Lado;2009;8.1 (300K);Biografia;Um professor universitário se liga a um cachorro abandonado que ele leva para casa.
A Batalha de Argel;236. A Batalha de Argel;1966;8.1 (63K);Drama;Nos anos 50, o medo e a violência aumentam à medida que o povo de Argel lutava pela independência do governo francês.
A Criada;237. A Criada;2016;8.1 (162K);Drama;Uma mulher é contratada como criada de uma herdeira japonesa, mas secretamente esta envolvida em um plano para defraudá-la.
Amores Brutos;238. Amores Brutos;2000;8.1 (248K);Drama;Um terrível acidente de carro conecta três histórias, cada uma envolvendo personagens que lidam com a perda, o arrependimento e as duras realidades da vida, tudo em nome do amor.
Rebecca, a Mulher Inesquecível;239. Rebecca, a Mulher Inesquecível;1940;8.1 (143K);Drama;Uma mulher autoconsciente faz malabarismos para se ajustar a seu novo papel de esposa de um aristocrata e evitar ser intimidada pela presença espectral de sua primeira esposa.
Rebeldia Indomável;240. Rebeldia Indomável;1967;8.1 (184K);Policial;Um sulista quieto é condenado a dois anos em uma prisão rural, mas se recusa a obedecer.
A Canção da Estrada;241. A Canção da Estrada;1955;8.2 (36K);Drama;O padre Harihar Ray, sonhando com uma vida melhor para si e sua família, deixa sua aldeia rural de Bengala em busca de trabalho.
A Noviça Rebelde;242. A Noviça Rebelde;1965;8.1 (248K);Biografia;Uma mulher deixa um convento austríaco para se tornar a instrutora dos filhos de um oficial da marinha viúvo.
Aconteceu Naquela Noite;243. Aconteceu Naquela Noite;1934;8.1 (109K);Comédia;Uma herdeira mimada que foge de sua família é ajudada por um homem que na verdade é um repórter que precisa de uma história.
O Gigante de Ferro;244. O Gigante de Ferro;1999;8.1 (215K);Animação;Um jovem faz amizade com um robô gigante do espaço, um paranóico agente do governo quer que seja destruído.
Os Incompreendidos;245. Os Incompreendidos;1959;8.1 (124K);Policial;Uma criança, sem atenção, entra em uma vida de pequenos crimes.
Histórias Cruzadas;246. Histórias Cruzadas;2011;8.1 (478K);Drama;Uma aspirante a escritora durante o movimento dos direitos civis nos anos 60 nos Estados Unidos decide escrever um livro sobre as experiências das criadas negras que trabalhavam para as famílias brancas.
Quando Duas Mulheres Pecam;247. Quando Duas Mulheres Pecam;1966;8.1 (126K);Drama;Uma enfermeira é encarregada de uma atriz silenciosa e descobre que sua personalidade parece convergir em uma.
A Vida de Brian;248. A Vida de Brian;1979;8.0 (413K);Comédia;Nascido no Natal original no estábulo ao lado de Jesus, Brian de Nazaret passa a vida confundido com um messias.
Aladdin;249. Aladdin;1992;8.0 (446K);Animação;Um menino de rua bondoso e um Vizir competem por uma lâmpada mágica que tem o poder de realizar seus mais profundos desejos.
Gangues de Wasseypur;250. Gangues de Wasseypur;2012;8.2 (100K);Ação;Um confronto entre Sultão e Shahid Khan leva à expulsão de Khan de Wasseypur e acende uma rivalidade mortal que se estende por três gerações.
